ZCTA5,LANDSQMT,POPULATION
43013,49783828,1201
43014,170662178,3632
43015,323657784,48107
43016,46852285,31306
43017,43714850,37626
43019,273927004,8700
43021,92072986,10301
43022,107092973,4161
43023,134340453,13231
43025,90394159,5306
43026,90842752,54017
43028,138466105,7537
43029,61174161,664
43030,238873,114
43031,230759143,12318
43032,126538,77
43033,1149665,380
43035,50738186,24721
43036,552660,258
43037,11980096,535
43040,432965888,31790
43044,203403408,5528
43045,97926382,1953
43046,65793199,3396
43050,403866666,29050
43054,51971986,20566
43055,292176948,59605
43056,222387924,17439
43060,66410450,2480
43061,117022091,3967
43062,204088613,27644
43064,266729643,12580
43065,74791991,38821
43066,99733613,1328
43067,80873999,1591
43068,50128969,51836
43070,395484,133
43071,87899298,2351
43072,190506170,5948
43074,224497623,11655
43076,185668206,9051
43077,488084,258
43078,393685794,20885
43080,190903225,5498
43081,63776192,55991
43082,57289047,29946
43084,55869829,841
43085,19106127,23258
43101,708656,380
43102,153794817,4512
43103,216793129,10697
43105,148398547,8147
43106,102423764,1685
43107,77586425,3153
43109,402740,118
43110,130039952,33847
43111,1041442,225
43112,90292869,4617
43113,426008147,23717
43115,124152219,1321
43116,2555790,1448
43117,50516,73
43119,82337436,27698
43123,154159531,58424
43125,81381979,12161
43126,1193664,326
43127,1499575,283
43128,123200073,2309
43130,419283829,59570
43135,246847633,4445
43136,719125,460
43137,77486237,2388
43138,456489986,18437
43140,575490587,24066
43142,202223,111
43143,344230264,5694
43144,18194634,477
43145,139605418,1918
43146,206731981,12369
43147,75511140,38440
43148,64330826,2220
43149,141655526,2552
43150,68583123,2482
43151,753044,322
43152,112652153,921
43153,136611420,971
43154,64162560,3150
43155,78389965,2543
43156,876419,242
43157,893298,610
43158,5281738,268
43160,556995764,22305
43162,120911012,6926
43164,145886975,2203
43201,7984237,35495
43202,6501622,20251
43203,3822175,8108
43204,23307543,42104
43205,6144054,12272
43206,7778542,21864
43207,60393119,45144
43209,16143071,27228
43210,4003189,9432
43211,12215307,21600
43212,9279523,18551
43213,23323368,30444
43214,17423062,24650
43215,13139584,12790
43217,10629372,2602
43219,43644505,27123
43220,17631261,24989
43221,24192333,31265
43222,3601555,4617
43223,26072358,27366
43224,21670501,38699
43227,10295564,21340
43228,52420883,50737
43229,22820924,46347
43230,54205431,51161
43231,11136142,19685
43232,31746173,42201
43235,34933370,38493
43240,6485598,3469
43302,505276210,54790
43310,165973854,3104
43311,263032677,19240
43314,144572638,3173
43315,209839694,7046
43316,186389151,6041
43317,521643,168
43318,176558364,3864
43319,54184392,1040
43320,85811494,1588
43321,1846878,267
43322,841990,374
43323,96250534,680
43324,73579796,2817
43326,476874542,13611
43330,279091,118
43331,80440467,4485
43332,163813458,2323
43333,78767133,894
43334,171057237,6651
43336,208906,39
43337,89721529,1108
43338,248737593,10489
43340,124375623,1721
43341,54787755,907
43342,110626432,3228
43343,88509339,1505
43344,250575572,5677
43345,75668801,920
43347,76222429,1530
43348,5496193,1984
43351,402536143,10436
43356,55450009,1103
43357,177390620,4763
43358,162616910,2521
43359,61787823,819
43360,77420650,1593
43402,289332248,31327
43403,531800,5004
43406,49559795,1777
43407,38078195,639
43408,1696864,269
43410,135454580,10403
43412,74793046,4362
43413,83442809,1407
43416,71170960,2891
43420,349118440,30579
43430,65677110,4783
43431,125730951,4752
43432,58970363,1366
43433,1296347,95
43434,54927,101
43435,92914171,1532
43437,2606248,427
43438,11261424,312
43439,143257,113
43440,41688027,4875
43442,44948251,999
43443,30284706,1834
43445,48903548,1161
43446,3259255,25
43447,43750681,3450
43449,219141615,8278
43450,110444469,3619
43451,63411473,1119
43452,121731281,13811
43456,9444789,608
43457,48033152,1456
43458,2573816,414
43460,7158546,6289
43462,66526724,1163
43463,19415,18
43464,86139517,1460
43465,28559487,5059
43466,71873185,2192
43467,898187,106
43468,1861425,451
43469,59814791,3149
43501,62578564,788
43502,178059787,6933
43504,39699638,1094
43505,253920,96
43506,263290967,14830
43511,118157322,940
43512,566493362,28674
43515,211461174,7979
43516,182219701,2951
43517,167807915,3744
43518,177637378,2726
43519,3339594,184
43521,172345037,2811
43522,81943296,3344
43523,3552266,62
43524,77957240,1236
43525,2945091,1152
43526,201126768,6072
43527,136154245,2287
43528,48165069,16430
43529,1864282,256
43531,446557,216
43532,121044214,4015
43533,64828032,1553
43534,95588369,1784
43535,62108155,757
43536,39890394,394
43537,47588260,27276
43540,49050040,1501
43541,1008159,144
43542,37644409,3591
43543,227154471,7771
43545,344626794,14034
43547,1121931,284
43548,61608924,700
43549,78298927,1460
43551,205015415,37002
43553,423935,252
43554,89218877,2408
43555,1063189,200
43556,82488280,1860
43557,114501988,3393
43558,215009385,13579
43560,54111491,32226
43565,469978,348
43566,50962435,7613
43567,292785022,13283
43569,89951133,2818
43570,120853189,3106
43571,55450662,6783
43604,7302262,10154
43605,18251430,28346
43606,16890097,26429
43607,18632364,23958
43608,9389658,16515
43609,13550128,23687
43610,3273343,5105
43611,18024687,19207
43612,29953194,29674
43613,15889270,31635
43614,23384827,29290
43615,42012619,39441
43616,103700398,20873
43617,14179955,7500
43619,29138849,7499
43620,2828868,5858
43623,17417566,20149
43701,467062207,55643
43711,551042,91
43713,237831225,7487
43716,176451564,1973
43717,706258,164
43718,138001211,3209
43719,96679412,2601
43720,117582633,1300
43721,985834,149
43722,1935118,420
43723,45872482,4984
43724,401853958,9201
43725,345645708,20357
43727,194813494,1473
43728,96586277,1250
43730,120146626,2503
43731,131752532,5461
43732,192361699,1703
43733,2389842,95
43734,9896004,1171
43735,4045917,499
43736,267885,55
43738,380763,164
43739,82524623,2025
43740,976400,256
43746,54441334,1425
43747,81803119,1083
43748,92571227,2755
43749,255373146,2339
43750,2794761,164
43754,193716825,1542
43755,91972875,1620
43756,369009487,5320
43758,225522545,3315
43759,361834,66
43760,89794213,1831
43761,1608704,111
43762,188153891,5413
43764,156722107,8566
43766,96525521,1648
43767,82751678,1443
43768,1645743,275
43771,64583648,2007
43772,88411395,1879
43773,273821465,3248
43777,137264986,4714
43778,117055786,1526
43779,91419334,971
43780,92146426,2106
43782,31958382,849
43783,156003713,4704
43786,551796,32
43787,194826992,2997
43788,99827218,865
43793,268126248,5110
43802,97542691,1075
43804,82364881,3851
43805,3090787,71
43811,48765820,829
43812,418327862,19061
43821,213974429,4327
43822,227594325,4626
43824,197999134,3787
43830,131888403,6158
43832,261054758,7479
43836,404321,128
43837,132586857,1973
43840,83151950,1248
43842,1060358,355
43843,109563520,1123
43844,322713990,3869
43845,75344917,4711
43901,80859321,2219
43902,44744279,202
43903,96981335,2208
43905,1001495,237
43906,83464336,8678
43907,409639639,6008
43908,80657289,1574
43910,143070151,3631
43912,48777993,6801
43913,6602412,1490
43914,1501704,94
43915,137963312,1495
43917,91825058,3136
43920,116226240,23438
43925,310045,82
43926,610579,285
43927,1061593,74
43928,3411735,116
43930,97429567,882
43931,945697,272
43932,47404247,931
43933,123237741,2070
43934,557026,295
43935,50693949,8943
43938,82822349,5794
43939,2367902,513
43940,1590740,377
43942,54287517,2500
43943,107994204,3472
43944,74386876,2529
43945,168128888,3191
43946,152368091,2114
43947,44008953,5322
43948,1832643,670
43950,227154368,16762
43951,381385,84
43952,66913100,19050
43953,46905390,11553
43961,1060119,294
43962,3344527,112
43963,1146766,1362
43964,123479052,9575
43967,263745,21
43968,88802765,7182
43970,461277,31
43971,3165887,1150
43972,341137,144
43973,233662122,1996
43974,170700,107
43976,60729908,1632
43977,119061372,2407
43983,53240698,440
43985,1069063,128
43986,103903806,1975
43988,134976382,2476
44001,88958329,20769
44003,172821163,4676
44004,187298118,33421
44010,49477578,1667
44011,53891271,21193
44012,28823985,22581
44017,16097890,19161
44021,105947118,6444
44022,78744832,16516
44023,133840777,17351
44024,233807051,23557
44026,73635811,11116
44028,85984784,8467
44030,153340615,16652
44032,104246382,1557
44035,123691760,64263
44039,61314737,29563
44040,24841303,3020
44041,167114710,14979
44044,143153894,15951
44045,2437680,422
44046,39916823,2222
44047,273027595,9213
44048,78815014,2565
44049,926908,238
44050,65955856,6118
44052,23904973,29850
44053,30724409,18256
44054,32391850,12591
44055,17190997,19846
44056,25256357,11157
44057,129494061,19961
44060,99769562,60211
44062,198299815,14972
44064,58300706,1657
44065,56338684,4433
44067,43834030,20441
44070,30220520,32902
44072,48561570,4383
44074,128131152,11679
44076,177805887,5141
44077,155885056,56491
44080,2581008,226
44081,52874627,7088
44082,87749846,1619
44084,110139136,3611
44085,130613237,3277
44086,71408941,2391
44087,45672120,20221
44089,89436180,15899
44090,269530831,11504
44092,19338131,16835
44093,83304772,1467
44094,101559187,35234
44095,23505040,33579
44099,56930620,2314
44101,85486,565
44102,15654355,45014
44103,11305937,18123
44104,12240278,22640
44105,22690774,40089
44106,10919213,26896
44107,14286017,52244
44108,10979422,25679
44109,18768875,40646
44110,10910516,20136
44111,16153411,39778
44112,10469364,23073
44113,9917299,19213
44114,7504435,5225
44115,5727308,8307
44116,12372855,20268
44117,9880449,10224
44118,18422648,40438
44119,5497435,12482
44120,13776271,38196
44121,16247413,33220
44122,34239694,34057
44123,6708251,17637
44124,37606601,38282
44125,36843207,28730
44126,12014927,16771
44127,4907885,5586
44128,21857905,29274
44129,15257333,29090
44130,44348303,50639
44131,41643639,20469
44132,8054897,14071
44133,54883582,30394
44134,24844783,38800
44135,26137112,26861
44136,35250403,25608
44137,13334925,23240
44138,35607985,22332
44139,59388990,24356
44140,11825091,15651
44141,61408329,13945
44142,19792672,19201
44143,36430023,24499
44144,14454776,21089
44145,41247991,32729
44146,51853723,29761
44147,34101365,19480
44149,28926189,19177
44201,141655999,6917
44202,78462433,19561
44203,90662894,41248
44212,56083643,43548
44214,70879219,2076
44215,3811342,2162
44216,60169778,9418
44217,74703865,4142
44221,16890025,29587
44223,38769908,18185
44224,51646230,38742
44230,44571653,8252
44231,127223594,8308
44233,69162378,7646
44234,64125642,4192
44235,64838809,1825
44236,88050182,25296
44240,104188918,37927
44241,55633898,16428
44243,1252334,5658
44250,1129056,1253
44251,3757851,850
44253,63794500,3218
44254,68088601,4833
44255,108893741,7987
44256,345055213,62039
44260,85633956,13450
44262,5889416,5016
44264,55222893,2315
44265,409099,51
44266,237801633,33581
44270,54226368,8890
44272,58075758,5208
44273,100381342,6718
44274,1118017,225
44275,100038473,3521
44276,49056721,1906
44278,38422405,17868
44280,63463133,4557
44281,123634445,29954
44285,358543,85
44286,61864829,6109
44287,172947854,7559
44288,42486549,4118
44301,9153301,15340
44302,2431494,5524
44303,5978407,7700
44304,3902624,5916
44305,16957399,22294
44306,21465807,22492
44307,4975726,7643
44308,1274415,1392
44310,15561469,22786
44311,4944792,8782
44312,49644847,31919
44313,35854881,24935
44314,11295609,18825
44319,48641231,22686
44320,25259624,19937
44321,39417080,15200
44333,72104690,18763
44401,83298529,2892
44402,93752884,3352
44403,36694971,3820
44404,44134226,1624
44405,9097376,8229
44406,137750302,22054
44408,92226593,10331
44410,176213332,17409
44411,46200349,2181
44412,59165359,2644
44413,61430984,7261
44417,86303372,1659
44418,45133213,1357
44420,40506645,15429
44423,70829746,2425
44425,79940596,14898
44427,79243550,1612
44428,141069217,3290
44429,16824241,2576
44430,35537218,5270
44431,68027353,4727
44432,267368314,13693
44436,60010222,3836
44437,10211388,4252
44438,22508866,4751
44439,451892,115
44440,21619465,4967
44441,41567388,1600
44442,22699662,4006
44443,33264031,1704
44444,110486786,10454
44445,42921417,3449
44446,35039806,20955
44449,30667346,1323
44450,118387951,2042
44451,97080315,3032
44452,34587219,3167
44454,21461535,1153
44455,53483943,1890
44460,283168606,26732
44470,69331410,3790
44471,11417578,11097
44473,62348840,3823
44481,148667648,10408
44483,47383392,26006
44484,45305797,22991
44485,20019778,16498
44490,1958548,798
44491,76891397,3515
44493,648867,25
44502,14510198,10204
44503,1164199,1021
44504,3229013,5262
44505,45329564,19357
44506,4665485,2707
44507,4512206,5863
44509,14139098,11975
44510,4939910,2499
44511,19241379,19672
44512,44612939,34424
44514,55830142,22472
44515,49670129,27766
44601,211884095,35294
44606,108663413,7819
44607,5422409,234
44608,56189659,2666
44609,77813477,3987
44610,460437,263
44611,75293035,2025
44612,66542933,5293
44613,5048691,2011
44614,58118662,12595
44615,372800381,11125
44618,109413518,6858
44620,58949751,1567
44621,78248959,4624
44622,141850850,18588
44624,126381643,5397
44625,49114274,1418
44626,71124851,2977
44627,120303644,6845
44628,99751193,1067
44629,53544148,2403
44632,70855865,9765
44633,59752561,2615
44634,49260478,2164
44637,143855697,2694
44638,72807869,1497
44640,608424,151
44641,140219560,20349
44643,84842252,3239
44644,57340112,4791
44645,64245577,2465
44646,74835973,47525
44647,74247576,18015
44651,62400699,861
44652,161753,80
44653,1038675,599
44654,406975285,19679
44656,107396622,2968
44657,170192024,10334
44659,314097,163
44661,158365,171
44662,155532382,9656
44663,241515619,25362
44666,60799815,2928
44667,120330638,13481
44669,45020474,1382
44670,435754,235
44671,2083708,380
44672,8470074,4874
44675,78969123,2082
44676,141911793,4877
44677,42686742,2543
44678,2412247,152
44680,46790226,4138
44681,153795411,7799
44682,974469,803
44683,177324067,8550
44685,66344958,27556
44687,168429,249
44688,59508111,3053
44689,9483773,638
44690,780454,166
44691,406087370,43753
44693,2501675,86
44695,78052784,1608
44697,1569974,187
44699,141365807,937
44702,1391166,1053
44703,2838344,8895
44704,6270168,3811
44705,21241497,18772
44706,48126688,18246
44707,37218428,9208
44708,26521175,25109
44709,14906974,18905
44710,5763725,9179
44714,6802658,9056
44718,21286728,11951
44720,88159075,39010
44721,39827938,13560
44730,95767316,6050
44802,73683204,1032
44804,52509331,1202
44805,396991690,32345
44807,184962275,2381
44809,826900,293
44811,304239064,12867
44813,185715195,8051
44814,68148744,2929
44815,2935076,637
44816,66786,42
44817,82130893,1562
44818,189449390,2644
44820,414753116,18102
44822,112710346,3240
44824,64296514,4060
44825,102850,58
44826,68397511,1687
44827,123096394,7097
44828,564579,166
44830,308504505,18962
44833,235968835,17121
44836,90824390,2654
44837,175222746,4514
44838,806166,266
44839,91556382,12519
44840,120073045,2900
44841,49269212,710
44842,187223000,5436
44843,70792358,2387
44844,45630581,764
44846,59437644,3301
44847,181661442,3739
44849,126195020,2260
44850,980862,148
44851,192283889,5308
44853,70666219,1397
44854,100775136,1749
44855,69975100,1271
44856,130078,128
44857,215128383,23805
44859,78526283,1737
44861,69895,64
44864,153105692,3204
44865,91941868,3434
44866,67277480,2259
44867,157804841,2351
44870,150976206,41030
44874,1224807,394
44875,204784692,13818
44878,156636151,3147
44880,79737195,2864
44881,103251,70
44882,190156680,2909
44883,432230290,29413
44887,77761096,1020
44889,204599954,6703
44890,226968954,11162
44901,303091,2501
44902,4839811,5432
44903,295832945,25602
44904,132783989,13906
44905,32942802,14513
44906,53835299,16718
44907,20168390,14313
45001,1568650,606
45002,65814675,13388
45003,27358671,697
45005,93366714,29963
45011,157037282,69677
45013,298976914,52613
45014,56214545,43917
45015,15590702,12038
45030,110387477,17921
45032,698043,348
45033,132936,276
45034,2347247,1184
45036,210589107,37504
45039,41044178,22814
45040,72753227,50627
45041,478721,199
45042,128269063,26451
45044,98746815,52822
45050,19279621,8548
45051,223858,177
45052,34031715,4004
45053,70261951,3420
45054,79918725,2471
45056,196858630,27038
45062,835505,688
45064,81959660,2857
45065,6829617,4442
45066,53564611,23839
45067,51526002,13898
45068,171139591,10479
45069,73654844,49060
45070,1042876,192
45101,46702126,2385
45102,57056044,22680
45103,223528274,31485
45106,194030848,12349
45107,195543716,9236
45111,1976829,376
45112,646754,64
45113,97735284,3857
45115,2695496,78
45118,101792819,3614
45120,106366916,3672
45121,269072945,9036
45122,114409487,11054
45123,254803040,8671
45130,97257823,3913
45131,551849,238
45132,475921,262
45133,826553733,23900
45135,182575008,4761
45140,119975558,53267
45142,164884515,4444
45144,181573512,4272
45145,63298,40
45146,70346976,1580
45147,1966002,147
45148,59926148,1588
45150,84727343,31394
45152,133620318,11329
45153,72193325,1665
45154,171899647,9172
45155,1312189,366
45156,1642750,98
45157,108100853,9758
45158,547627,370
45159,132196466,3392
45160,898900,699
45162,61153534,2519
45164,734650,271
45166,1915427,98
45167,158840843,3764
45168,84869300,1607
45169,251525971,4772
45171,195423265,6054
45172,1142617,131
45174,3186033,2258
45176,136571459,9100
45177,446897752,22260
45202,7015784,15483
45203,3288293,2236
45204,8396558,6972
45205,7509626,19389
45206,5217974,10745
45207,3045985,7974
45208,10995054,17614
45209,6141926,9605
45211,23425115,36111
45212,9652925,22253
45213,8191232,12013
45214,5891635,8738
45215,30397015,29623
45216,7809213,9570
45217,5358625,6566
45218,4240091,3846
45219,4544822,16526
45220,7418507,15313
45223,15065382,12360
45224,16649315,19837
45225,8062139,9040
45226,14409372,5476
45227,15003435,17486
45229,7069912,13020
45230,35513234,27536
45231,37167726,40893
45232,6121285,6358
45233,28784372,15808
45236,17917799,24552
45237,15698055,20021
45238,26059960,45760
45239,16402472,28315
45240,23914080,27286
45241,45714301,23044
45242,35800316,22055
45243,50325120,14891
45244,56993383,28565
45245,40790278,18542
45246,26161979,15133
45247,54944312,22082
45248,30820004,24915
45249,16853466,12902
45251,30910431,22391
45252,29399797,4600
45255,33083600,21775
45301,239222,130
45302,130944676,4280
45303,82269379,2223
45304,219824614,7300
45305,37421364,10712
45306,86806539,2294
45307,414653,338
45308,132479124,4682
45309,172759678,12123
45310,450230,244
45311,236635351,6367
45312,71366385,1435
45314,131063332,5916
45315,27799987,4377
45316,251280,115
45317,63941353,1180
45318,115802652,5365
45319,1013672,293
45320,346581049,15691
45321,33978836,931
45322,51526707,21447
45323,16394775,5019
45324,82984020,40529
45325,65773355,2647
45326,59748094,1179
45327,124312997,8917
45328,1032186,525
45330,2251755,834
45331,387232398,22930
45332,32930853,612
45333,57400196,1345
45334,66595104,2037
45335,219901987,6939
45336,1976171,153
45337,53043821,1690
45338,131690266,5298
45339,37004075,1234
45340,59814558,830
45341,15699652,3883
45342,89837037,36784
45344,171039722,16955
45345,56344418,6144
45346,108757039,2293
45347,142794848,4324
45348,78463979,994
45349,692700,427
45350,491695,106
45351,827589,274
45352,380147,208
45353,7282358,196
45354,2277178,642
45356,197385937,25172
45358,396100,356
45359,39016882,1970
45360,376391,335
45361,1153417,288
45362,83119257,1076
45363,60470353,1770
45365,415499216,30561
45368,204888723,4727
45369,114217241,3545
45370,55657336,2452
45371,127747449,18333
45372,663728,375
45373,221556544,35131
45377,57193263,15215
45378,591625,407
45380,176975172,5477
45381,132791809,5509
45382,53484263,1269
45383,67550272,7037
45384,3370895,2001
45385,354028653,37247
45387,71440847,5169
45388,45378312,812
45389,828345,521
45390,136945874,3461
45402,10877473,11420
45403,10709278,15006
45404,15858039,10833
45405,10140894,18948
45406,12954203,21914
45409,8969564,12868
45410,5774095,15339
45414,58734206,21055
45415,15978639,12631
45416,4807681,5740
45417,84872236,31281
45418,6246289,1351
45419,9976186,15159
45420,16031129,25438
45424,81675827,49930
45426,49953364,15239
45428,1526916,240
45429,25737056,25885
45430,13016308,7402
45431,29670315,26315
45432,19472390,15288
45433,28318146,2011
45434,27159898,12163
45439,15991556,10000
45440,24386066,20734
45449,17183543,18175
45458,51819473,29880
45459,36482666,27749
45502,299331359,16110
45503,44911607,32999
45504,60192631,18465
45505,34894357,20197
45506,31918209,14055
45601,885727798,57842
45612,294872242,5303
45613,200449856,3597
45614,189491325,5080
45616,213234643,1559
45617,438330,71
45618,58492,30
45619,90753380,8200
45620,59607982,917
45621,747751,313
45622,37488592,321
45623,187256708,3494
45624,348314,31
45628,208297461,5211
45629,78850801,3438
45630,294892,118
45631,293456850,15048
45634,88522463,2112
45636,1679235,148
45638,200806946,21635
45640,460851250,15960
45642,150520,33
45644,157164858,4249
45645,121049340,3036
45646,40594166,370
45647,172198365,2484
45648,368038745,13372
45650,38700622,435
45651,388256614,6047
45652,86062119,3519
45653,120652399,4179
45654,145209386,917
45656,336829672,6639
45657,254939804,2744
45658,251634755,2787
45659,254510619,2973
45660,507980135,8297
45661,263704561,7657
45662,139462347,30219
45663,167703027,6762
45669,89703037,10399
45671,43492323,457
45672,138458807,1749
45673,1344433,385
45674,4186897,584
45678,105507510,1101
45679,150243693,2812
45680,85852281,13074
45681,99270574,1689
45682,120462378,2420
45684,205290476,1804
45685,78411056,1251
45686,239606849,3397
45688,95081870,475
45690,372632475,14412
45692,211939594,8773
45693,327268474,8981
45694,184550477,12147
45695,95152024,674
45696,93262934,1438
45697,267004448,4894
45698,9585040,341
45701,383961614,34122
45710,261637954,5541
45711,132383592,1115
45714,89240879,9951
45715,110374558,2630
45716,1005826,469
45719,1833009,1046
45721,132683,29
45723,170848987,3740
45724,138011156,1744
45727,80933801,516
45729,66232009,1289
45732,193218925,4776
45734,90080818,549
45735,129657808,1730
45740,905102,494
45741,110534899,918
45742,69887478,3014
45743,95090012,1449
45744,140902827,2728
45745,193000501,1140
45746,42846928,433
45750,287920366,27785
45760,50651362,3892
45761,85992153,1745
45764,208442777,9431
45766,76433273,1382
45767,294779238,2800
45768,77494835,1703
45769,271803620,6642
45770,52973066,620
45771,159777271,3432
45772,111795101,2149
45773,12413205,83
45775,75293501,1259
45776,50961284,765
45778,63174128,824
45779,1886592,755
45780,6544924,3254
45782,1426563,343
45784,96989731,3386
45786,169154468,3253
45787,73909,29
45788,89420435,1129
45789,29582237,177
45801,116452417,25303
45804,56277245,15758
45805,38962322,22514
45806,155497640,11158
45807,196955042,12221
45808,1372915,349
45809,658447,157
45810,162062685,8460
45812,103166607,1943
45813,141957119,3530
45814,92370446,2620
45816,689906,291
45817,167303746,6736
45819,667499,233
45820,1867933,543
45821,102849993,1435
45822,424777180,18943
45826,698706,306
45827,160153607,2369
45828,85565594,6125
45830,245664720,6228
45831,190902439,3181
45832,180757207,2905
45833,178641468,10667
45835,49630239,490
45836,62210947,1479
45838,353641,50
45840,434307493,54979
45841,66317438,929
45843,259549793,3701
45844,140690454,3256
45845,82812116,3178
45846,192915252,4437
45849,114570008,1219
45850,155324212,3653
45851,87681807,669
45853,2861696,1439
45854,860207,498
45855,688239,193
45856,271358832,5194
45858,162715561,3083
45859,3444616,495
45860,90608858,2274
45861,4863447,296
45862,95061523,1507
45863,78056260,1254
45864,2860563,163
45865,82127186,4745
45866,490900,186
45867,66251412,1189
45868,40309841,567
45869,95247377,4534
45870,842639,156
45871,61516680,1955
45872,78646222,4240
45873,127123150,2238
45874,148368252,2100
45875,265385089,10989
45876,1561973,863
45877,71903359,2139
45879,273758649,6284
45880,153312652,2395
45881,76343682,1461
45882,217378798,3004
45883,93274565,3883
45884,435933,145
45885,183541254,12661
45886,54965209,551
45887,184755233,4755
45888,437339,220
45889,52670382,1351
45890,38287625,671
45891,342495085,15275
45894,84687075,605
45895,490847471,17945
45896,98507236,2089
45897,3564103,101
45898,87736537,1314
45899,801677,194
46001,191254296,10459
46011,193591292,16770
46012,84153159,19414
46013,55983620,17876
46016,16488664,19225
46017,44835705,6025
46030,96739569,3308
46031,122056806,2161
46032,66847654,42234
46033,44397541,34889
46034,74629279,6730
46035,62228598,1113
46036,203651866,11663
46037,49006828,35891
46038,40896321,37723
46039,70112295,745
46040,86186943,9944
46041,651218871,23891
46044,56662829,2965
46045,88188,93
46047,34330,43
46048,3497549,2406
46049,69693087,850
46050,118538951,1706
46051,40986599,2826
46052,460913042,22060
46055,67253554,10193
46056,60036275,2246
46057,64535423,1179
46058,69262763,2149
46060,206839788,34708
46062,88247692,29730
46063,1191660,401
46064,168365933,17148
46065,98691326,3669
46068,117251902,2850
46069,235398605,6664
46070,117567665,2351
46071,179641955,3417
46072,291875317,9324
46074,93488642,26745
46075,79941310,2913
46076,114976092,1696
46077,112957915,24512
46103,96552,159
46104,72536511,970
46105,109220108,1928
46106,70485006,5928
46107,8401774,12774
46110,37668636,500
46111,274710,322
46112,103718695,33662
46113,42470056,14063
46115,95743449,1933
46117,30534697,671
46118,141281861,5015
46120,237841902,5954
46121,140962294,5276
46122,228274557,14671
46123,79361954,31754
46124,159583883,8127
46125,88060,51
46126,84694877,4668
46127,61232945,416
46128,90702313,1949
46130,77116243,2508
46131,324085636,31036
46133,63613325,816
46135,431344362,20992
46140,438940858,38543
46142,38768329,30413
46143,126415464,48555
46144,1342909,211
46146,2014478,117
46147,152676382,3264
46148,132253995,5097
46149,67965321,1890
46150,63887831,764
46151,530614386,30921
46155,59164,103
46156,105796779,1470
46157,82560882,3639
46158,195081320,23053
46160,239369468,6421
46161,94211984,2655
46162,29094090,458
46163,76412358,11963
46164,60833068,3957
46165,103832305,1498
46166,90399834,2306
46167,77725198,6336
46168,83539423,30309
46171,94127786,1695
46172,174845354,2427
46173,584761543,11190
46175,57690120,597
46176,445834825,27816
46180,66375452,1028
46181,116221796,4832
46182,91370374,1927
46183,79979,82
46184,53021278,11806
46186,73340349,1753
46201,14468533,30962
46202,14454645,16335
46203,35948136,38950
46204,2904536,5125
46205,16217183,25356
46208,17388430,22239
46214,18404984,24306
46216,9038787,1697
46217,55607636,29358
46218,24436825,29028
46219,33400963,33930
46220,31183045,34830
46221,51309207,26393
46222,28914182,34044
46224,18562763,35094
46225,10457056,7319
46226,37328938,43904
46227,43393274,57086
46228,20735152,14755
46229,28124977,27262
46231,31907658,10440
46234,32992792,24810
46235,24980861,30825
46236,27235344,27294
46237,38496219,39624
46239,75230027,25345
46240,25336292,18731
46241,58016012,30670
46250,19714209,18546
46254,35375891,38095
46256,28989676,23647
46259,55558500,11617
46260,26323133,32406
46268,34413368,24965
46278,33790174,8197
46280,11055172,6793
46290,1403635,170
46301,8722033,669
46303,71370895,14170
46304,138941246,24207
46307,227047780,60619
46310,173287894,13565
46311,35110451,20816
46312,36283931,29698
46319,24015234,18404
46320,17324122,15508
46321,19606735,23603
46322,17867833,23727
46323,16064128,22743
46324,11424420,23165
46327,10689498,12153
46340,85240346,1068
46341,233813856,10426
46342,91228088,31244
46345,981685,249
46346,4573901,1423
46347,185519849,4760
46348,132882625,1045
46349,217846920,3336
46350,503027969,43650
46356,305776586,17524
46360,200261916,43625
46365,60257941,1068
46366,205967585,5791
46368,68175688,38691
46371,98080166,3599
46373,26173739,13859
46374,93954336,1012
46375,35084859,23820
46376,23318622,398
46377,1555211,386
46379,1199336,202
46381,2354814,235
46382,126284392,2108
46383,225913150,39687
46385,210583481,38866
46390,127272809,2796
46391,104285271,9726
46392,283550600,7957
46393,3873710,399
46394,8440728,12258
46402,9847717,6726
46403,21456734,12601
46404,14808335,17326
46405,22493395,11746
46406,33750622,9900
46407,10964220,12656
46408,25249654,17030
46409,9241532,8932
46410,76460736,38340
46501,181329145,3856
46502,145515,115
46504,169749639,3413
46506,257838857,10070
46507,103974111,9128
46508,2418863,217
46510,173603483,3631
46511,173174088,4435
46514,99732680,40263
46516,45976445,33501
46517,95307867,23764
46524,88280528,2326
46526,173696927,30671
46528,183770598,26104
46530,64566514,30614
46531,55478878,1458
46532,136728548,1905
46534,315094501,11263
46536,75182888,3445
46537,1276163,433
46538,79640042,3867
46539,82753812,2298
46540,158283302,11702
46542,133994226,4198
46543,78147753,3654
46544,103716187,30759
46545,46081765,25082
46550,193378868,12311
46552,161736767,6834
46553,81218866,3428
46554,182635607,4942
46555,23992884,2835
46556,5217201,7314
46561,37562042,13343
46562,157118893,4788
46563,394291921,23599
46565,165052646,7950
46567,143972659,9405
46570,52934576,1060
46571,111700680,5532
46573,88463076,3565
46574,243764123,8339
46580,188892308,21338
46582,146971529,12378
46590,7338764,4908
46595,590819,163
46601,5608122,6090
46613,7395724,10893
46614,137034281,29573
46615,8458861,14609
46616,3807562,5667
46617,6743178,9601
46619,59064441,21408
46628,90669987,25650
46635,8107978,6654
46637,24983632,15314
46701,249773145,7979
46702,117778449,2304
46703,303810279,18029
