ZCTA5,LANDSQMT,POPULATION
28469,56826245,5839
28470,122752678,10644
28472,472005762,19658
28478,313617217,4588
28479,236533968,4903
28480,7580267,2473
28501,274891547,20389
28504,320884329,21642
28508,91455197,2737
28510,53669945,1502
28511,21174431,694
28512,14925726,2896
28513,235130235,10346
28515,142046279,2915
28516,545259559,11431
28518,246865417,7909
28519,794576,404
28520,56986579,327
28521,108602310,2287
28523,145167731,2456
28524,14411177,426
28525,115053264,3132
28526,221441791,2489
28527,143914334,1140
28528,7507805,644
28529,109508992,2193
28530,183798361,7332
28531,5804739,1207
28532,431693466,23320
28533,1150938,2952
28537,65544780,137
28538,75065502,2175
28539,126805727,15469
28540,267282866,49252
28543,5339136,4699
28544,29403011,5368
28546,145098242,42696
28547,67399409,21884
28551,342206638,14093
28552,42409043,254
28553,3183544,454
28554,722658,243
28555,395823640,5175
28556,117197002,963
28557,36782091,14429
28560,303893492,28921
28562,400972848,36176
28570,323343546,21432
28571,133775154,2585
28572,274089208,6531
28573,193611155,2176
28574,331803082,15102
28575,1557491,316
28577,6849785,522
28578,165364788,6363
28579,9908690,622
28580,294956891,12657
28581,22737871,214
28582,42063368,1588
28583,4420021,281
28584,149007656,11396
28585,460056487,3942
28586,338947740,8218
28587,8851246,369
28589,28123030,180
28590,108105523,23407
28594,14845458,3655
28601,119275835,50026
28602,180485428,28981
28604,170191767,6249
28605,74956882,3412
28606,112331936,2158
28607,256402734,33059
28609,115276142,5864
28610,104308867,9913
28611,192703647,885
28612,216616026,12397
28613,110627317,22759
28615,172447339,1876
28616,6993587,493
28617,89363726,2261
28618,102433695,2352
28619,3090899,1520
28621,181590160,10472
28622,80286175,2527
28623,74040514,1653
28624,161550434,1639
28625,506953550,36189
28626,83448106,2714
28627,51940053,1152
28628,1334438,479
28629,6167955,75
28630,155404170,20041
28631,64606309,637
28634,163160100,5225
28635,109115604,3901
28636,154127455,5522
28637,7441189,1746
28638,52472436,12302
28640,100618043,4719
28642,94425199,5745
28643,180304332,3521
28644,177195022,1494
28645,853994288,47703
28646,55964717,342
28647,15651541,89
28649,90574524,993
28650,115401257,11883
28651,227647989,7132
28652,208819,46
28654,162746355,3495
28655,823748770,54996
28657,413790076,9488
28658,190776710,27022
28659,264192527,21134
28660,82790920,2249
28662,4630794,140
28663,45266992,614
28665,163579216,2571
28666,1205998,368
28667,1562936,559
28668,33855184,300
28669,119911352,3146
28670,96255619,2719
28671,1920038,597
28672,5055767,35
28673,65803628,5919
28675,300983080,6621
28676,74046602,3483
28677,213449124,32940
28678,115732239,5226
28679,67437479,2064
28681,433279304,25910
28682,8409239,1129
28683,86412652,1697
28684,136761910,2141
28685,157913903,2076
28689,115707375,1712
28690,55933619,9295
28692,99660102,4067
28693,66799244,1700
28694,171378558,7744
28697,164480485,12930
28698,64949878,2256
28701,46253321,3635
28702,51362547,366
28704,85327690,18821
28705,326643062,6715
28707,28531169,94
28708,126174017,754
28709,136692522,2225
28711,258776647,13209
28712,325450559,19347
28713,353434267,8686
28714,753705145,16753
28715,201729702,24582
28716,409291009,17477
28717,132758967,1729
28718,42820631,553
28719,350060860,8048
28720,8215083,114
28721,285496831,10063
28722,118038578,6371
28723,289666605,11329
28725,706580,43
28726,6176921,3203
28729,11348960,2894
28730,128330892,9133
28731,70009086,7778
28732,110580921,16491
28733,20085516,21
28734,780246069,27040
28735,9794309,256
28736,91386875,787
28739,173654103,19786
28740,143106431,1364
28741,225154953,3197
28742,63386799,2710
28743,320453524,2125
28745,1614121,551
28746,121529136,2388
28747,136383237,2198
28748,219038138,11334
28749,2677224,50
28751,115965926,2916
28752,634388853,30600
28753,683531002,11670
28754,223736883,7679
28756,232726710,4504
28757,3155383,280
28759,60130909,6922
28761,280245863,7816
28762,258300952,6857
28763,143656024,2725
28766,15108018,1262
28768,214833637,6813
28771,703906327,8558
28772,32643917,1239
28773,144288592,3378
28774,117346720,1013
28775,25483900,296
28777,176501999,10638
28778,89052068,10381
28779,277918185,16111
28781,202676409,939
28782,128527866,6584
28783,166267996,1593
28785,395666892,7338
28786,192974783,20714
28787,205997676,19718
28789,147711816,5097
28790,108463500,3205
28791,42601991,14171
28792,260554430,32689
28801,13162694,15019
28803,99274489,28693
28804,68832519,20507
28805,67237743,17620
28806,98324483,38550
28901,163755960,5354
28902,58735974,1373
28904,491467446,8533
28905,116495521,3129
28906,864349646,18475
28909,25464510,1030
29001,170493258,2148
29003,364959513,6989
29006,373930717,9565
29009,280299379,2440
29010,534716082,13491
29014,426285615,1891
29015,314370157,1738
29016,223080730,16393
29018,283888449,3749
29020,589290591,22463
29030,235050121,1967
29031,316813523,1349
29032,204580594,4424
29033,23106989,11603
29036,139969420,19140
29037,174068049,824
29038,207790922,2445
29039,66914393,4215
29040,145616098,8767
29042,169250574,5868
29044,356958084,5652
29045,181527960,21871
29046,6456051,237
29047,169519147,3683
29048,123122222,4864
29051,109938218,951
29052,148530092,2021
29053,210177413,18830
29054,147383317,9612
29055,91240942,4337
29056,269935672,2448
29058,367723819,4746
29059,287508199,6068
29061,230585372,13717
29062,41937859,176
29063,103766253,32717
29065,62561954,677
29067,505408577,10949
29069,198073646,5020
29070,428203657,15330
29072,177334052,49566
29073,207866345,40775
29074,52355801,241
29075,109847485,2963
29078,321408807,15293
29079,552438,151
29080,342755115,3240
29081,208845300,1352
29082,105234844,572
29101,279028846,3023
29102,635559722,18248
29104,154624299,1531
29105,75787683,1514
29107,196883970,3166
29108,539324317,20469
29111,167441848,1632
29112,299891455,4712
29113,111531650,1618
29114,96031719,2190
29115,338071859,31128
29117,230705,1160
29118,201880891,15861
29122,1131322,54
29123,178855546,7617
29125,274366569,3072
29126,199587495,2267
29127,265594645,8333
29128,279683401,5866
29129,214286199,3164
29130,390620096,6655
29133,141392332,1044
29135,498173594,8919
29137,220670275,2539
29138,572853943,10883
29142,133857445,4890
29145,115458370,837
29146,164577137,1767
29147,485430,0
29148,269438444,6230
29150,111300031,40031
29152,12039288,2393
29153,370082042,15633
29154,205710796,28135
29160,303697870,8255
29161,348728034,11383
29162,86853718,4122
29163,76750775,1975
29164,261348813,4690
29166,84970465,904
29168,294616390,3582
29169,31065704,22845
29170,62391008,19988
29172,65038176,9293
29175,19439166,378
29178,379204014,3377
29180,789924456,14267
29201,29578724,20594
29202,24408,135
29203,164068680,39843
29204,16731714,19952
29205,17024521,24822
29206,22201127,17788
29207,169398947,11592
29208,171571,695
29209,134032184,33324
29210,41346365,40356
29212,58491696,28798
29223,66070797,50141
29225,41936,1228
29229,53138241,44229
29301,70933338,31051
29302,128697478,16571
29303,80780452,25058
29306,49276251,15861
29307,116775125,18751
29316,56396320,22281
29320,1405761,530
29321,101443132,2596
29322,151491229,8781
29323,182036855,14446
29324,571230,167
29325,399943595,15222
29329,595408,278
29330,93785225,8401
29331,4604124,142
29332,123614719,2435
29333,984872,374
29334,57473615,11331
29335,230560585,5654
29338,235165,85
29340,422255926,20763
29341,242750053,19330
29346,550320,307
29349,201801353,30129
29351,12311866,1563
29353,241500643,4174
29355,177292655,810
29356,212216093,8074
29360,375330590,20977
29364,8162923,592
29365,47295963,10146
29368,413636,68
29369,73848623,13044
29370,123895647,1045
29372,110267217,4507
29373,1713021,297
29374,133979406,3534
29375,368350,95
29376,96581139,6909
29377,3392652,761
29378,225320,207
29379,661439317,19186
29384,122650557,3945
29385,49439616,7221
29388,253365166,14470
29401,4017465,10895
29403,13837181,20818
29404,13171747,1348
29405,38502950,26328
29406,37637298,29314
29407,39752637,34827
29409,166970,2100
29410,27386186,17816
29412,101625607,35850
29414,91340251,31883
29418,34927465,23540
29420,29046494,21834
29423,103115,956
29424,47840,389
29426,174299019,1741
29429,281922927,2737
29431,203852193,6071
29432,303280315,2853
29434,143755891,537
29435,177963473,4122
29436,208872113,4471
29437,241247530,2380
29438,193374218,2408
29439,7531346,2399
29440,1354350578,28469
29445,151553431,53588
29446,439149643,1138
29448,125367768,2356
29449,204152028,7749
29450,374079164,3105
29451,25927753,4205
29452,149228073,394
29453,359396994,1252
29455,277368420,20478
29456,47223225,27864
29458,427938395,2713
29461,421519829,30141
29464,77038429,43649
29466,76030200,28725
29468,193569412,2107
29469,56890012,855
29470,217602781,4232
29471,108150473,1537
29472,480658585,9416
29474,290782088,2176
29475,277756893,2874
29477,286842260,6789
29479,240841545,7337
29481,231214884,1841
29482,6665124,1791
29483,350429585,66731
29485,92503236,45057
29487,108513378,2725
29488,595926334,22220
29492,128831992,10262
29493,2194201,117
29501,139086997,43220
29505,133849311,24279
29506,328288553,20960
29510,787383988,11060
29511,159108499,5146
29512,561552670,19514
29516,241746327,829
29518,125964350,1232
29519,11110155,285
29520,347122331,14617
29525,129006633,2029
29526,475926328,39033
29527,401205431,22027
29530,99154864,2915
29532,268986048,20871
29536,336628398,17722
29540,285909137,5599
29541,203454231,9465
29543,47857188,606
29544,295179013,4909
29545,93063087,1657
29546,377391402,2834
29547,103033826,2917
29550,552379341,32284
29554,582323949,9332
29555,238347670,6440
29556,451481169,12870
29560,418551360,13664
29563,98006524,2676
29564,169391623,985
29565,320325211,7127
29566,78678484,15179
29567,55259926,564
29568,238462477,12224
29569,451326154,15951
29570,124168109,3913
29571,498088735,15622
29572,21224561,7893
29574,260179761,11909
29575,26153033,15512
29576,94767261,24446
29577,61381232,26996
29579,113385932,32180
29580,180251622,1450
29581,419433142,4650
29582,56317313,14622
29583,275788160,5438
29584,281959054,2563
29585,122059305,13606
29588,107991227,36499
29590,257089741,3677
29591,187564886,5467
29592,109577318,1197
29593,209792226,1954
29594,5938085,121
29596,171031780,2424
29601,11079356,10550
29605,66249223,34414
29607,74598493,34487
29609,62545874,27722
29611,59891911,28799
29613,1757000,2334
29614,497342,2720
29615,49675319,35151
29617,60193474,25685
29620,649110765,12934
29621,221780308,39101
29624,72651257,14610
29625,124261985,27538
29626,133855101,12364
29627,321803426,18367
29628,129584813,2759
29630,157507945,14186
29631,22527647,13318
29634,3632666,5589
29635,179291357,1254
29638,153820563,2944
29639,44592189,1742
29640,226112144,30574
29642,128876845,29561
29643,69438806,2756
29644,212438046,18578
29645,277270717,9982
29646,291358811,28159
29649,140413445,26235
29650,46605478,32632
29651,234572295,42844
29653,179829523,4811
29654,305121220,9937
29655,385658187,7796
29657,164676088,15116
29658,64546186,333
29659,1837885,118
29661,178346335,5648
29662,14757707,15090
29664,248197292,1808
29665,544297,127
29666,319773455,6590
29667,1357539,269
29669,162276978,12387
29670,142896901,8673
29671,331241876,18030
29672,100434178,11868
29673,181168763,25348
29676,189054940,5201
29678,204707226,21676
29680,80382356,27285
29681,107085041,46979
29682,69034105,3818
29683,202830,291
29684,145571993,4862
29685,223231258,1230
29686,79257760,1027
29687,122192334,39561
29689,92237845,3889
29690,274159220,20914
29691,177605377,11333
29692,125151356,4856
29693,430950469,14215
29696,60170169,4125
29697,99586604,12207
29702,256299221,10059
29704,69999654,3721
29706,705090648,19847
29707,82245995,17742
29708,49234560,25035
29709,252987008,6498
29710,293968348,29449
29712,72284647,2317
29714,84651233,2927
29715,87623715,24823
29717,99179431,1251
29718,303596121,3856
29720,734754454,46041
29724,642770,43
29726,104320843,1750
29727,127388459,1650
29728,251064708,10301
29729,173845684,2271
29730,310899381,52365
29732,138128208,53781
29733,305919,1751
29741,96153790,2082
29742,210638095,2460
29743,80816855,1071
29745,350042742,28919
29801,226786387,26778
29803,493022104,36843
29805,255965685,5864
29809,16222350,2206
29810,315365008,4990
29812,716340786,11864
29816,2550550,1033
29817,278670512,4913
29819,176671225,1523
29821,160617477,1487
29824,579891694,8535
29826,8694415,164
29827,271163490,4624
29828,1745048,1003
29829,85052464,8651
29831,298282939,4146
29832,251175193,5335
29834,4882842,1687
29835,474257878,6566
29836,440579783,482
29838,75889331,501
29840,86239480,251
29841,82449039,32494
29842,101303286,7675
29843,165328236,1291
29844,8613757,123
29845,170385434,1104
29847,235303530,5480
29848,244438241,751
29849,94711945,294
29850,5271467,111
29851,53720315,7524
29853,286850654,6580
29856,150025560,3255
29860,134695184,14450
29899,977272,1244
29902,48403801,14779
29904,162113,659
29905,7167958,3054
29906,125643134,21765
29907,108916131,12570
29909,142949008,16394
29910,266890491,33954
29911,194574904,1725
29912,900136,42
29915,27894302,416
29916,189254791,1533
29918,235123724,5278
29920,253009275,9481
29921,17328763,227
29922,346977626,1214
29923,34612199,392
29924,138298154,4331
29926,78923762,23742
29927,507940669,8237
29928,53436388,16110
29929,196122269,1135
29932,186105125,269
29934,180354564,1172
29935,5968863,3685
29936,614357427,13354
29939,27934636,302
29940,147939960,3967
29941,41816748,497
29943,118674119,477
29944,342811586,5118
29945,568057523,4841
30002,4392655,5861
30004,148642941,53033
30005,37517959,34442
30008,24467923,29822
30009,24858412,13722
30011,68946079,14402
30012,110938856,27258
30013,73456443,25183
30014,300219669,35037
30016,237170600,51140
30017,30977758,20160
30019,119990413,40447
30021,9160340,21989
30022,65879461,64359
30024,110203286,64614
30025,175390724,9270
30028,132151947,22182
30030,16865049,26473
30032,35305648,47222
30033,23921835,30763
30034,43902603,43113
30035,22151468,20396
30038,75254108,37233
30039,64847001,41517
30040,151970506,54653
30041,152373584,52749
30043,84251106,80241
30044,63418406,79701
30045,56297395,34402
30046,40571712,34523
30047,71773626,59660
30052,226522023,59451
30054,107113672,11985
30055,132983323,3018
30056,99073235,2500
30058,79708450,52945
30060,42337178,34562
30062,66841137,62136
30064,82513745,46076
30066,70562915,52936
30067,38344887,45182
30068,37119955,31595
30070,160149,342
30071,30949118,23005
30072,529078,730
30075,77240837,52573
30076,40325186,42678
30078,43957298,33057
30079,3309688,2960
30080,35280488,49905
30082,27147332,25905
30083,43952991,50384
30084,39519992,35921
30087,60453782,36761
30088,20117617,25257
30092,28400796,31704
30093,30891555,53351
30094,104545218,31244
30096,59258058,62265
30097,58213654,41715
30101,104506754,54373
30102,75854408,37470
30103,261586736,14781
30104,99207388,4708
30105,154408342,2294
30106,32103491,20300
30107,281895627,12908
30108,228079836,7256
30110,180207130,13349
30113,267676638,6218
30114,279435402,49774
30115,157412255,35672
30116,264801348,23156
30117,283855933,34296
30118,948833,2373
30120,238471714,38085
30121,146301668,22078
30122,62337699,21561
30124,156159898,2978
30125,474484829,24352
30126,53637641,37088
30127,131480666,60347
30132,284749520,34215
30134,128434474,43356
30135,216923399,61912
30137,10262407,1650
30139,185778875,3845
30141,76317343,22457
30143,360692463,21145
30144,58464478,52252
30145,205996136,8378
30147,47054362,4365
30148,27794606,453
30149,22625348,1569
30152,54529036,40393
30153,308580504,18411
30157,219982511,45123
30161,367260830,35058
30164,48423,16
30165,430357974,39975
30168,32385022,24241
30170,118133855,2994
30171,136790258,3491
30173,87402910,6221
30175,228257179,6074
30176,216943667,7050
30177,13082156,1049
30178,139829665,3468
30179,193712120,16807
30180,193960737,34274
30182,92236743,2666
30183,158781718,5282
30184,174858293,6847
30185,163856209,3892
30187,89123152,8740
30188,113874661,52380
30189,50368726,36859
30204,323474538,13493
30205,94153284,3061
30206,144008590,2958
30213,166060288,29384
30214,136546579,28913
30215,185684579,33665
30216,77920731,2159
30217,672742052,9433
30218,174486765,1974
30220,142191536,5533
30222,374332220,4042
30223,280545698,36769
30224,171298233,25197
30228,193793663,38569
30230,338419460,9103
30233,403310013,23218
30234,30658828,1934
30236,83389301,46434
30238,43703050,34713
30240,361530187,30014
30241,288440397,23176
30248,182783894,23249
30250,695475,679
30251,89403529,2342
30252,236240877,41428
30253,125672145,49380
30256,88966934,2826
30257,114434088,4138
30258,144866774,2622
30259,90082531,3041
30260,29187754,23244
30263,517323224,53008
30265,110207660,31713
30268,169338042,9090
30269,64964461,35069
30273,16893304,14709
30274,27349189,31893
30275,277620,19
30276,254332954,13866
30277,115192156,20270
30281,182130671,66140
30284,241718,55
30285,44107477,707
30286,502956516,23490
30288,20238627,8929
30289,559987,82
30290,46279685,8286
30291,31605281,21010
30292,150622910,5943
30293,208501902,2981
30294,83815584,39865
30295,113065700,4159
30296,27134531,25840
30297,28422409,27188
30303,2705518,5934
30305,16667801,22999
30306,11370386,22246
30307,11828687,18004
30308,4130055,15413
30309,8852923,21845
30310,22842592,26912
30311,32193748,32218
30312,8683550,19360
30313,2880070,9495
30314,12092212,22020
30315,29303430,33857
30316,32428893,31110
30317,9101610,11970
30318,52742175,49736
30319,26839643,38423
30322,1068100,2023
30324,13628133,24267
30326,1791714,4802
30327,43484137,22208
30328,33429785,30348
30329,14012097,28539
30331,95884250,54094
30332,218051,2970
30334,126610,1
30336,26971197,971
30337,31231737,11505
30338,25426973,33617
30339,21254578,18304
30340,22045569,29394
30341,26345053,31793
30342,23157587,29879
30344,31322888,31776
30345,18432938,23129
30346,2607497,4696
30349,118896456,67602
30350,32437664,34740
30354,27838448,14857
30360,15082723,14536
30363,815736,2680
30401,654795210,13500
30410,173075067,2168
30411,392263635,4371
30412,3957266,80
30413,319812258,1575
30415,416278970,6780
30417,447073456,11090
30420,98133230,1460
30421,261721298,3381
30423,1944008,120
30425,185352388,1198
30426,307635639,1100
30427,615610279,12864
30428,385392148,2766
30429,563524,205
30434,511881832,5728
30436,731618130,11961
30438,822332,74
30439,627085434,10877
30441,472740656,1663
30442,806792494,7698
30445,206470951,3285
30446,170697698,1357
30448,7461573,81
30449,19836426,119
30450,128170418,2583
30451,198236,33
30452,139335758,1567
30453,319227019,9703
30454,92712660,538
30455,113323814,597
30456,208854497,2119
30457,458089214,6424
30458,377986792,41139
30460,40019,427
30461,417150158,13390
30464,2102226,78
30467,1337619068,12600
30470,75365485,517
30471,376471169,4702
30473,215027175,2972
30474,361230742,16594
30475,241059,52
30477,183168065,3070
30501,56588725,28048
30504,42908340,22463
30506,259878709,41667
30507,183996242,28399
30510,116167939,8291
30511,77235665,3186
30512,575006653,19490
30513,384997124,11172
30516,54378552,2054
30517,72378772,11963
30518,102935334,45211
30519,88805697,39812
30520,148093102,4426
30521,244705536,4944
30522,117431875,1092
30523,446132304,12904
30525,533158048,7364
30527,65674632,4043
30528,462190727,22679
30529,133240584,10920
30530,202731328,6752
30531,99303373,11279
30533,566867571,25296
30534,593154710,26685
30535,75020919,7042
30536,399562854,8363
30537,52303999,1249
30538,65937119,2854
30540,508453729,17297
30541,182196720,1603
30542,109297111,31946
30543,97748945,4487
30545,102699682,936
30546,350204738,6496
30547,136065337,3268
30548,100279584,15870
30549,283210656,22500
30552,141200121,1697
30553,153465820,7232
30554,188934859,8535
30555,34176931,2061
30557,144351718,4975
30558,153071961,5456
30559,127860605,4333
30560,188871216,4599
30562,7698938,1128
30563,90097908,5373
30564,80067617,4463
30565,88298643,4758
30566,24107218,7906
30567,81024221,2981
30568,74887743,1877
30571,145513592,3682
30572,276179858,1260
30573,12372571,163
30575,29849971,1375
30576,97898254,2521
30577,420641950,22230
30581,519668,73
30582,129262026,4567
30601,61128407,20835
30602,1853033,2409
30605,94864699,39952
30606,78942956,40225
30607,91671950,10895
30609,60531,1956
30619,69132389,1440
30620,61575754,12486
30621,126280001,5109
30622,106665236,10344
30623,5596026,154
30624,111487377,2611
30625,117464169,2438
30627,322394914,2273
30628,124302583,6556
30629,193636431,4531
30630,94290852,2438
30631,501556379,1767
30633,258940104,8474
30634,124719321,2281
30635,735408914,16109
30641,88286888,1810
30642,506670722,11001
30643,299388590,16382
30646,90194553,6946
30648,218294585,2988
30650,572934119,11708
30655,223315930,24136
30656,180761210,15133
30660,259547021,1191
30662,207587330,8537
30663,142999151,3032
30664,720635,38
30665,6220339,80
30666,95069640,8659
30667,202348775,1035
30668,413932214,1924
30669,322072496,3313
30673,679338813,7897
30677,306007170,17065
30678,181495447,1294
30680,237418007,37837
30683,101269246,6749
30701,392112403,40053
30705,616638243,33566
30707,333698846,16483
30708,37945750,293
30710,123053093,6661
30711,180133615,3569
30720,125547120,26895
30721,321780577,53601
30725,38700940,4647
30726,340984,56
30728,449513210,19612
30730,143462067,1993
30731,224642148,2428
30733,39587762,2080
30734,197941738,3466
30735,161260997,6153
30736,332900305,41029
30738,222822188,3799
30739,64956508,5571
30740,131694284,8600
30741,64531856,29290
30742,8675876,7460
30746,43238702,1223
30747,474059893,16859
30750,34172682,4125
30751,1471359,91
30752,201978217,9800
30753,106078009,6697
30755,92127326,9590
30756,350204,74
30757,44316522,1787
30802,343081516,6321
30803,142999339,741
30805,91557584,2734
30807,1600592,92
30808,164180218,4615
30809,113101540,38168
30810,212862636,2138
30812,364696,363
30813,128664429,30415
30814,132490142,8150
30815,338559540,39640
30816,338551327,2109
30817,498860057,7676
30818,86668982,555
30820,217816976,1205
30821,267786294,882
30822,90428778,526
30823,188064177,1800
30824,514423207,17201
30828,351373373,4368
30830,931542307,13966
30833,176695236,4043
30901,53192004,16445
30903,439876,585
30904,26835309,25666
30905,36227115,8955
30906,218731463,57748
30907,62153036,50913
30909,67361823,41585
30912,380017,296
31001,453343818,4816
31002,299317557,2910
31003,11977911,112
31005,49761223,15102
31006,470066030,4923
31007,159593331,1117
31008,180675013,18453
31009,185162923,1477
31011,128358794,923
31012,140871848,2683
31014,546408725,13756
31015,563512902,21938
31016,236139635,1517
31017,243154510,1985
31018,236819830,2837
31019,141102828,2318
31020,276913325,2541
31021,620120112,28549
31022,112119855,1424
31023,734647297,15383
31024,869744487,20039
31025,163729739,1226
31027,456313092,10012
31028,9216640,5912
31029,666267368,16287
31030,450995876,18977
31031,345075555,6576
31032,392833360,13993
31033,192249523,2660
31035,133954919,1364
31036,652158512,12998
31037,153410807,4313
31038,240352268,761
31039,7358269,74
31041,141578969,988
31042,251070101,1841
31044,448109775,2911
31045,9403778,73
31046,193744946,3343
31047,186130586,11193
31049,252469193,1806
31050,56834999,965
31051,4895724,187
31052,182097012,8652
31054,131452798,1671
31055,348655526,8245
31057,225128626,2182
31058,257717768,2123
31060,263639327,1915
31061,612538404,43755
31062,696373,495
31063,295745417,5666
31064,653682125,9450
31065,166949673,1118
31066,176252692,1147
31067,9001517,222
31068,232661534,5425
31069,249810068,18948
31070,131555510,998
31071,143292349,1199
31072,196074625,1326
31075,141347785,2496
31076,310462777,3064
31077,245743516,1275
31078,273514844,3566
31079,289713492,2398
31081,91698092,251
31082,582415185,10408
31083,5330660,362
31084,686811,129
31085,114665838,1043
31087,1201184265,9656
31088,81408813,50163
31089,397330613,4838
31090,372246200,1038
31091,224730749,5189
31092,485794481,7420
31093,50846509,28087
31094,279527208,1114
31096,442372176,7395
31097,138450603,1302
31098,46724240,2888
31201,27562134,8761
31204,37887020,31482
31206,72325015,29072
31207,445440,974
31210,107042614,30968
31211,127334757,16282
31213,26043,0
31216,142722386,16109
31217,255619151,18408
31220,122998584,13839
31301,30196537,4591
31302,109847005,7853
31303,210702449,1999
31304,5895320,132
31305,109053177,5989
31307,9780132,998
31308,222284353,7305
31309,63205065,1210
31312,413123852,16443
31313,163586041,40302
31314,23532161,1931
31315,30638949,7488
31316,749281398,9749
31318,3518205,341
31320,298681658,8794
31321,358528950,6326
31322,73184421,21137
31323,322843557,1762
31324,330695526,20495
31326,181457012,19269
31327,99422632,195
31328,12887602,3306
31329,273699195,9034
31331,765538151,7856
31401,12391658,21696
31404,38168875,31024
31405,77778884,37207
31406,66153625,33965
31407,73360209,7244
31408,63184987,9952
31409,17221974,652
31410,50427575,23654
31411,54764023,8384
31415,15774534,12091
31419,164587779,50954
31501,34124867,15576
31503,858695501,21116
31510,541736820,9848
31512,204499907,2248
31513,855657275,16084
31516,389809672,14735
31518,116990029,704
31519,340698893,3569
31520,43687965,22336
31522,139641874,14447
31523,479192154,13229
31524,4373531,0
31525,254287775,28247
31527,45709416,805
31532,132989663,727
31533,165310624,17494
31535,252860623,11264
31537,751287515,10097
31539,698992683,14468
31542,264411111,2811
31543,323500824,4796
31544,262611017,994
31545,256393500,16133
31546,439990819,8095
31547,6518673,1293
31548,144829795,20020
31549,290212158,2239
31550,132130740,780
31551,168345089,1020
31552,221632440,932
31553,443370195,5237
31554,510617984,7076
31555,382076654,2868
31556,1202933,67
31557,270491043,3043
31558,194812375,20373
31560,354525895,2842
31561,12837659,298
31562,275819192,2177
31563,288474273,1324
31565,333626853,1841
31566,163938345,3471
31567,105633331,782
31568,324057357,1273
31569,168722231,5580
31601,397263853,32730
31602,105576888,34702
31605,137916577,20188
31606,114148267,3861
31620,321185199,10690
31622,286931944,2178
31623,2302039,120
31624,204811034,1273
31625,155223749,1171
31626,370132317,3463
31627,2213639,239
31629,112934806,902
31630,230581613,419
31631,317203981,559
31632,287360001,10295
31634,704046169,5844
31635,291646089,6560
31636,511532418,9539
31637,203687859,2848
31638,69955594,1045
31639,570486234,10537
31641,204178050,1831
31642,471657792,4898
31643,680195599,8709
31645,128529839,5147
31647,116549951,3535
31648,11955938,1040
31649,127565196,1056
31650,261983691,3311
31698,217408,2223
31699,1394617,621
31701,70019893,20552
31705,398502655,35565
31707,48578907,25299
31709,328890375,16019
31711,152174672,867
31712,127221191,1263
31714,486272033,6474
31716,209496922,2896
31719,243726560,10977
31720,12003577,455
31721,552028537,20095
31722,1936592,494
31730,654839875,9682
31733,147717872,1580
31735,56340603,817
31738,161232473,2102
31743,140330352,630
31744,317664142,3202
31747,2048724,281
31749,152404294,2783
31750,729248968,18687
31756,101089242,966
31757,220444609,10451
31763,654286855,23304
31764,203602404,1296
31765,219331405,2647
31768,391225396,23617
31771,278477291,5666
31772,163090135,482
31773,219324834,3729
31774,434170039,6714
31775,117685154,2979
31778,274559725,2562
31779,365690067,9927
31780,258349828,2285
31781,70601166,1752
31783,256929064,1107
31784,86806690,781
31787,228534751,1488
31788,329856162,10602
31789,165972568,1236
31790,167643511,2078
31791,491765734,12354
31792,546052391,23835
31793,257756553,9043
31794,291225225,27153
31795,128216398,2010
31796,157690369,1112
31798,200406899,983
31801,223831679,3008
31803,732376331,5662
31804,136302851,5934
31805,183426029,3191
31806,425878291,4962
31807,30112448,2483
31808,134602667,6679
31810,32557996,225
31811,338576780,5103
31812,217498791,565
31814,42983442,272
31815,644631990,3675
31816,102748589,6091
31820,103509211,8473
31821,235106694,250
31822,296912010,5429
31823,22097797,754
31824,291025805,1838
31825,341255422,2312
31826,135410050,2350
31827,391664390,2134
31829,30221177,1370
31830,140774472,2191
31831,172461334,3095
31832,64008197,217
31833,253999664,6900
31836,214438159,1154
31901,11526212,8638
31903,25938344,20128
31904,74671590,32871
31905,99786206,16044
31906,17793907,21757
31907,59510015,55332
31909,47153991,35177
32003,40991845,27126
32008,357646364,5309
32009,222820024,3325
32011,449325484,13854
32024,370447532,18733
32025,252379671,22380
32026,1684375,1959
32033,199446965,4118
32034,146829630,31008
32038,277774111,9228
32040,315303225,7604
32043,525111521,24632
32044,60371340,2060
32046,499968665,9410
32052,714834564,9223
32053,319017568,3869
32054,554423280,12307
32055,485795955,16570
32058,186872679,4416
32059,306474255,2377
32060,1025878020,21363
32061,56947026,283
32062,159730503,2449
32063,264700313,13429
32064,19937887,6860
32065,45170067,32770
32066,717173173,7312
32068,261822481,50815
32071,273549174,3671
32072,69445283,324
32073,42522834,38920
32079,1358635,433
32080,40288916,20165
32081,98953530,4524
32082,86123757,28996
32083,103884003,4690
32084,123303172,29729
32086,170434119,24546
32087,349779045,5518
32091,345553667,15472
32092,326189105,28242
32094,149821008,2724
32095,129070864,7302
32096,420665065,2635
32097,343981607,15616
32102,163030476,2565
32110,682769486,7600
32112,137195639,7713
32113,204222317,6627
32114,43833609,32084
32117,29288265,24170
32118,10970634,16961
32119,20272503,20189
32124,116944272,5986
32127,41073595,29413
32128,86610157,16910
32129,19276444,20104
32130,239115078,5474
32131,87149181,4701
32132,19249333,7265
32133,914496,137
32134,621919161,8084
32136,48871111,7080
32137,153476374,37821
32139,30946534,1129
32140,71169920,1741
32141,60921307,17603
32145,239315752,5456
32147,44158904,593
32148,218925487,11201
